"Category","ConfigKey","WindowsValue","macOSCommand","Notes","Phase","Scope"
"Firewall","fw_rule","AllJoyn Router (TCP-In)|Inbound|Allow|True|TCP|9955|Any|%SystemRoot%\system32\svchost.exe|AJRouter","","macOS: ufw / firewalld","pre","System"
"Firewall","fw_rule","Windows Defender Firewall Remote Management (RPC)|Inbound|Allow|False|TCP|RPC|Any|%SystemRoot%\system32\svchost.exe|policyagent","","macOS: ufw / firewalld","pre","System"
"Firewall","fw_rule","Network Discovery (WSD Events-Out)|Outbound|Allow|False|TCP|Any|5357|%SystemRoot%\system32\svchost.exe|fdphost","","macOS: ufw / firewalld","pre","System"
"Firewall","fw_rule","Core Networking - IPHTTPS (TCP-In)|Inbound|Allow|True|TCP|IPHTTPSIn|Any|System|","","macOS: ufw / firewalld","pre","System"
"Firewall","fw_rule","Core Networking - Dynamic Host Configuration Protocol (DHCP-Out)|Outbound|Allow|True|UDP|68|67|%SystemRoot%\system32\svchost.exe|dhcp","","macOS: ufw / firewalld","pre","System"
"Firewall","fw_rule","Core Networking - Packet Too Big (ICMPv6-In)|Inbound|Allow|True|ICMPv6|RPC|Any|System|","","macOS: ufw / firewalld","pre","System"
"Firewall","fw_rule","Routing and Remote Access (L2TP-In)|Inbound|Allow|False|UDP|1701|Any|System|","","macOS: ufw / firewalld","pre","System"
"Firewall","fw_rule","Wi-Fi Direct Network Discovery (Out)|Outbound|Allow|True|Any|Any|Any|%SystemRoot%\system32\dashost.exe|","","macOS: ufw / firewalld","pre","System"
"Firewall","fw_rule","TPM Virtual Smart Card Management (TCP-Out)|Outbound|Allow|False|TCP|Any|Any|%SystemRoot%\system32\RmtTpmVscMgrSvr.exe|","","macOS: ufw / firewalld","pre","System"
"Firewall","fw_rule","Core Networking - Multicast Listener Report (ICMPv6-Out)|Outbound|Allow|True|ICMPv6|RPC|Any|System|","","macOS: ufw / firewalld","pre","System"
"Firewall","fw_rule","Virtual Machine Monitoring (Echo Request - ICMPv6-In)|Inbound|Allow|False|ICMPv6|Any|Any|System|","","macOS: ufw / firewalld","pre","System"
"Firewall","fw_rule","Network Discovery (LLMNR-UDP-In)|Inbound|Allow|True|UDP|5355|Any|%SystemRoot%\system32\svchost.exe|dnscache","","macOS: ufw / firewalld","pre","System"
"Firewall","fw_rule","Proximity sharing over TCP (TCP sharing-Out)|Outbound|Allow|True|TCP|Any|Any|%SystemRoot%\system32\proximityuxhost.exe|","","macOS: ufw / firewalld","pre","System"
"Firewall","fw_rule","Remote Assistance (TCP-In)|Inbound|Allow|False|TCP|Any|Any|%SystemRoot%\system32\msra.exe|","","macOS: ufw / firewalld","pre","System"
"Firewall","fw_rule","AllJoyn Router (TCP-Out)|Outbound|Allow|True|TCP|Any|Any|%SystemRoot%\system32\svchost.exe|AJRouter","","macOS: ufw / firewalld","pre","System"
"Firewall","fw_rule","mDNS (UDP-In)|Inbound|Allow|True|UDP|5353|Any|%SystemRoot%\system32\svchost.exe|dnscache","","macOS: ufw / firewalld","pre","System"
"Firewall","fw_rule","Remote Scheduled Tasks Management (RPC-EPMAP)|Inbound|Allow|False|TCP|RPCEPMap|Any|%SystemRoot%\system32\svchost.exe|RPCSS","","macOS: ufw / firewalld","pre","System"
"Firewall","fw_rule","Connected Devices Platform (TCP-In)|Inbound|Allow|True|TCP|Any|Any|%SystemRoot%\system32\svchost.exe|CDPSvc","","macOS: ufw / firewalld","pre","System"
"Firewall","fw_rule","Connected Devices Platform (UDP-In)|Inbound|Allow|True|UDP|Any|Any|%SystemRoot%\system32\svchost.exe|CDPSvc","","macOS: ufw / firewalld","pre","System"
"Firewall","fw_rule","Virtual Machine Monitoring (Echo Request - ICMPv4-In)|Inbound|Allow|False|ICMPv4|Any|Any|System|","","macOS: ufw / firewalld","pre","System"
"Firewall","fw_rule","Network Discovery (SSDP-In)|Inbound|Allow|True|UDP|1900|Any|%SystemRoot%\system32\svchost.exe|Ssdpsrv","","macOS: ufw / firewalld","pre","System"
"Firewall","fw_rule","Netlogon Service (NP-In)|Inbound|Allow|False|TCP|445|Any|System|","","macOS: ufw / firewalld","pre","System"
"Firewall","fw_rule","Core Networking - Time Exceeded (ICMPv6-Out)|Outbound|Allow|True|ICMPv6|RPC|Any|System|","","macOS: ufw / firewalld","pre","System"
"Firewall","fw_rule","Network Discovery (Pub WSD-Out)|Outbound|Allow|False|UDP|Any|3702|%SystemRoot%\system32\svchost.exe|fdrespub","","macOS: ufw / firewalld","pre","System"
"Firewall","fw_rule","Network Discovery for Teredo (UPnP-In)|Inbound|Allow|True|TCP|Any|Any|System|","","macOS: ufw / firewalld","pre","System"
"Firewall","fw_rule","Network Discovery (LLMNR-UDP-Out)|Outbound|Allow|True|UDP|Any|5355|%SystemRoot%\system32\svchost.exe|dnscache","","macOS: ufw / firewalld","pre","System"
"Firewall","fw_rule","Network Discovery (WSD EventsSecure-Out)|Outbound|Allow|False|TCP|Any|5358|%SystemRoot%\system32\svchost.exe|fdphost","","macOS: ufw / firewalld","pre","System"
"Firewall","fw_rule","Remote Assistance (SSDP UDP-In)|Inbound|Allow|True|UDP|1900|Any|%SystemRoot%\system32\svchost.exe|Ssdpsrv","","macOS: ufw / firewalld","pre","System"
"Firewall","fw_rule","TPM Virtual Smart Card Management (TCP-Out)|Outbound|Allow|False|TCP|Any|Any|%SystemRoot%\system32\RmtTpmVscMgrSvr.exe|","","macOS: ufw / firewalld","pre","System"
"Firewall","fw_rule","TPM Virtual Smart Card Management (TCP-In)|Inbound|Allow|False|TCP|Any|Any|%SystemRoot%\system32\RmtTpmVscMgrSvr.exe|","","macOS: ufw / firewalld","pre","System"
"Firewall","fw_rule","TPM Virtual Smart Card Management (DCOM-In)|Inbound|Allow|False|TCP|135|Any|%SystemRoot%\system32\svchost.exe|rpcss","","macOS: ufw / firewalld","pre","System"
"Firewall","fw_rule","Remote Volume Management - Virtual Disk Service Loader (RPC)|Inbound|Allow|False|TCP|RPC|Any|%SystemRoot%\system32\vdsldr.exe|","","macOS: ufw / firewalld","pre","System"
"Firewall","fw_rule","Remote Volume Management (RPC-EPMAP)|Inbound|Allow|False|TCP|RPCEPMap|Any|%SystemRoot%\system32\svchost.exe|RPCSS","","macOS: ufw / firewalld","pre","System"
"Firewall","fw_rule","Core Networking Diagnostics - ICMP Echo Request (ICMPv6-In)|Inbound|Allow|False|ICMPv6|RPC|Any|System|","","macOS: ufw / firewalld","pre","System"
"Firewall","fw_rule","Network Discovery (NB-Name-In)|Inbound|Allow|False|UDP|137|Any|System|","","macOS: ufw / firewalld","pre","System"
"Firewall","fw_rule","Windows Peer to Peer Collaboration Foundation (SSDP-Out)|Outbound|Allow|False|UDP|Any|1900|%SystemRoot%\system32\svchost.exe|Ssdpsrv","","macOS: ufw / firewalld","pre","System"
"Firewall","fw_rule","Core Networking - Multicast Listener Query (ICMPv6-Out)|Outbound|Allow|True|ICMPv6|RPC|Any|System|","","macOS: ufw / firewalld","pre","System"
"Firewall","fw_rule","Windows Device Management Device Enroller (TCP out)|Outbound|Allow|True|TCP|49152-65535|80,443|%SystemRoot%\system32\deviceenroller.exe|","","macOS: ufw / firewalld","pre","System"
"Firewall","fw_rule","Remote Service Management (NP-In)|Inbound|Allow|False|TCP|445|Any|System|","","macOS: ufw / firewalld","pre","System"
"Firewall","fw_rule","Windows Defender Firewall Remote Management (RPC-EPMAP)|Inbound|Allow|False|TCP|RPCEPMap|Any|%SystemRoot%\system32\svchost.exe|RPCSS","","macOS: ufw / firewalld","pre","System"
"Firewall","fw_rule","AllJoyn Router (UDP-Out)|Outbound|Allow|True|UDP|Any|Any|%SystemRoot%\system32\svchost.exe|AJRouter","","macOS: ufw / firewalld","pre","System"
"Firewall","fw_rule","Core Networking - Neighbor Discovery Advertisement (ICMPv6-Out)|Outbound|Allow|True|ICMPv6|RPC|Any|System|","","macOS: ufw / firewalld","pre","System"
"Firewall","fw_rule","Network Discovery (UPnP-In)|Inbound|Allow|False|TCP|2869|Any|System|","","macOS: ufw / firewalld","pre","System"
"Firewall","fw_rule","Distributed Transaction Coordinator (RPC-EPMAP)|Inbound|Allow|False|TCP|RPCEPMap|Any|%SystemRoot%\system32\svchost.exe|RPCSS","","macOS: ufw / firewalld","pre","System"
"Firewall","fw_rule","Windows Collaboration Computer Name Registration Service (PNRP-Out)|Outbound|Allow|False|UDP|Any|3540|%SystemRoot%\system32\svchost.exe|PNRPSvc","","macOS: ufw / firewalld","pre","System"
"Firewall","fw_rule","Microsoft Media Foundation Network Source OUT [TCP ALL]|Outbound|Allow|True|TCP|Any|554,8554-8558|%SystemRoot%\system32\svchost.exe|FrameServer","","macOS: ufw / firewalld","pre","System"
"Firewall","fw_rule","Remote Service Management (RPC)|Inbound|Allow|False|TCP|RPC|Any|%SystemRoot%\system32\services.exe|","","macOS: ufw / firewalld","pre","System"
"Firewall","fw_rule","Core Networking - Teredo (UDP-In)|Inbound|Allow|True|UDP|Teredo|Any|%SystemRoot%\system32\svchost.exe|iphlpsvc","","macOS: ufw / firewalld","pre","System"
"Firewall","fw_rule","Remote Service Management (NP-In)|Inbound|Allow|False|TCP|445|Any|System|","","macOS: ufw / firewalld","pre","System"
"Firewall","fw_rule","Network Discovery (NB-Datagram-In)|Inbound|Allow|False|UDP|138|Any|System|","","macOS: ufw / firewalld","pre","System"
"Firewall","fw_rule","Network Discovery (NB-Datagram-Out)|Outbound|Allow|True|UDP|Any|138|System|","","macOS: ufw / firewalld","pre","System"
"Firewall","fw_rule","Core Networking - DNS (UDP-Out)|Outbound|Allow|True|UDP|Any|53|%SystemRoot%\system32\svchost.exe|dnscache","","macOS: ufw / firewalld","pre","System"
"Firewall","fw_rule","Core Networking - Parameter Problem (ICMPv6-In)|Inbound|Allow|True|ICMPv6|RPC|Any|System|","","macOS: ufw / firewalld","pre","System"
"Firewall","fw_rule","Network Discovery (NB-Name-In)|Inbound|Allow|True|UDP|137|Any|System|","","macOS: ufw / firewalld","pre","System"
"Firewall","fw_rule","iSCSI Service (TCP-In)|Inbound|Allow|False|TCP|Any|Any|%SystemRoot%\system32\svchost.exe|Msiscsi","","macOS: ufw / firewalld","pre","System"
"Firewall","fw_rule","Network Discovery (WSD-In)|Inbound|Allow|False|UDP|3702|Any|%SystemRoot%\system32\dashost.exe|","","macOS: ufw / firewalld","pre","System"
"Firewall","fw_rule","Windows Remote Management - Compatibility Mode (HTTP-In)|Inbound|Allow|False|TCP|80|Any|System|","","macOS: ufw / firewalld","pre","System"
"Firewall","fw_rule","Core Networking - Internet Group Management Protocol (IGMP-Out)|Outbound|Allow|True|2|Any|Any|System|","","macOS: ufw / firewalld","pre","System"
"Firewall","fw_rule","Remote Service Management (RPC-EPMAP)|Inbound|Allow|False|TCP|RPCEPMap|Any|%SystemRoot%\system32\svchost.exe|RPCSS","","macOS: ufw / firewalld","pre","System"
"Firewall","fw_rule","Remote Service Management (RPC)|Inbound|Allow|False|TCP|RPC|Any|%SystemRoot%\system32\services.exe|","","macOS: ufw / firewalld","pre","System"
"Firewall","fw_rule","Network Discovery (SSDP-In)|Inbound|Allow|False|UDP|1900|Any|%SystemRoot%\system32\svchost.exe|Ssdpsrv","","macOS: ufw / firewalld","pre","System"
"Firewall","fw_rule","Microsoft Media Foundation Network Source IN [TCP 554]|Inbound|Allow|True|TCP|554,8554-8558|Any|%SystemRoot%\system32\svchost.exe|FrameServer","","macOS: ufw / firewalld","pre","System"
"Firewall","fw_rule","Core Networking - IPHTTPS (TCP-Out)|Outbound|Allow|True|TCP|Any|IPHTTPSOut|%SystemRoot%\system32\svchost.exe|iphlpsvc","","macOS: ufw / firewalld","pre","System"
"Firewall","fw_rule","Core Networking - Neighbor Discovery Advertisement (ICMPv6-In)|Inbound|Allow|True|ICMPv6|RPC|Any|System|","","macOS: ufw / firewalld","pre","System"
"Firewall","fw_rule","Network Discovery (WSD EventsSecure-In)|Inbound|Allow|False|TCP|5358|Any|System|","","macOS: ufw / firewalld","pre","System"
"Firewall","fw_rule","Core Networking - Router Advertisement (ICMPv6-Out)|Outbound|Allow|True|ICMPv6|RPC|Any|System|","","macOS: ufw / firewalld","pre","System"
"Firewall","fw_rule","Remote Assistance (RA Server TCP-Out)|Outbound|Allow|True|TCP|Any|Any|%SystemRoot%\system32\raserver.exe|","","macOS: ufw / firewalld","pre","System"
"Firewall","fw_rule","Wireless Display (UDP-Out)|Outbound|Allow|True|UDP|Any|Any|%systemroot%\system32\WUDFHost.exe|","","macOS: ufw / firewalld","pre","System"
"Firewall","fw_rule","Wireless Display (TCP-Out)|Outbound|Allow|True|TCP|Any|Any|%systemroot%\system32\WUDFHost.exe|","","macOS: ufw / firewalld","pre","System"
"Firewall","fw_rule","Windows Defender Firewall Remote Management (RPC)|Inbound|Allow|False|TCP|RPC|Any|%SystemRoot%\system32\svchost.exe|policyagent","","macOS: ufw / firewalld","pre","System"
"Firewall","fw_rule","Virtual Machine Monitoring (NB-Session-In)|Inbound|Allow|False|TCP|139|Any|System|","","macOS: ufw / firewalld","pre","System"
"Firewall","fw_rule","Network Discovery (LLMNR-UDP-Out)|Outbound|Allow|False|UDP|Any|5355|%SystemRoot%\system32\svchost.exe|dnscache","","macOS: ufw / firewalld","pre","System"
"Firewall","fw_rule","Network Discovery (Pub WSD-Out)|Outbound|Allow|True|UDP|Any|3702|%SystemRoot%\system32\svchost.exe|fdrespub","","macOS: ufw / firewalld","pre","System"
"Firewall","fw_rule","Network Discovery (WSD Events-Out)|Outbound|Allow|False|TCP|Any|5357|%SystemRoot%\system32\svchost.exe|fdphost","","macOS: ufw / firewalld","pre","System"
"Firewall","fw_rule","Windows Management Instrumentation (ASync-In)|Inbound|Allow|False|TCP|Any|Any|%systemroot%\system32\wbem\unsecapp.exe|","","macOS: ufw / firewalld","pre","System"
"Firewall","fw_rule","Remote Service Management (RPC-EPMAP)|Inbound|Allow|False|TCP|RPCEPMap|Any|%SystemRoot%\system32\svchost.exe|RPCSS","","macOS: ufw / firewalld","pre","System"
"Firewall","fw_rule","Network Discovery (WSD Events-In)|Inbound|Allow|False|TCP|5357|Any|System|","","macOS: ufw / firewalld","pre","System"
"Firewall","fw_rule","DIAL protocol server (HTTP-In)|Inbound|Allow|True|TCP|10247|Any|System|","","macOS: ufw / firewalld","pre","System"
"Firewall","fw_rule","Windows Peer to Peer Collaboration Foundation (PNRP-In)|Inbound|Allow|False|UDP|3540|Any|%SystemRoot%\system32\svchost.exe|PNRPSvc","","macOS: ufw / firewalld","pre","System"
"Firewall","fw_rule","Network Discovery (UPnP-Out)|Outbound|Allow|False|TCP|Any|2869|%SystemRoot%\system32\svchost.exe|fdphost","","macOS: ufw / firewalld","pre","System"
"Firewall","fw_rule","Remote Assistance (PNRP-In)|Inbound|Allow|True|UDP|3540|Any|%systemroot%\system32\svchost.exe|pnrpsvc","","macOS: ufw / firewalld","pre","System"
"Firewall","fw_rule","Remote Scheduled Tasks Management (RPC-EPMAP)|Inbound|Allow|False|TCP|RPCEPMap|Any|%SystemRoot%\system32\svchost.exe|RPCSS","","macOS: ufw / firewalld","pre","System"
"Firewall","fw_rule","Recommended Troubleshooting Client (HTTP/HTTPS Out)|Outbound|Allow|True|TCP|Any|80,443|%SystemRoot%\system32\svchost.exe|TroubleshootingSvc","","macOS: ufw / firewalld","pre","System"
"Firewall","fw_rule","Core Networking - Group Policy (LSASS-Out)|Outbound|Allow|True|TCP|Any|Any|%SystemRoot%\system32\lsass.exe|","","macOS: ufw / firewalld","pre","System"
"Firewall","fw_rule","Network Discovery (WSD EventsSecure-Out)|Outbound|Allow|False|TCP|Any|5358|%SystemRoot%\system32\svchost.exe|fdphost","","macOS: ufw / firewalld","pre","System"
"Firewall","fw_rule","Network Discovery (Pub-WSD-In)|Inbound|Allow|True|UDP|3702|Any|%SystemRoot%\system32\svchost.exe|fdrespub","","macOS: ufw / firewalld","pre","System"
"Firewall","fw_rule","Windows Collaboration Computer Name Registration Service (SSDP-Out)|Outbound|Allow|False|UDP|Any|1900|%SystemRoot%\system32\svchost.exe|Ssdpsrv","","macOS: ufw / firewalld","pre","System"
"Firewall","fw_rule","Wireless Display Infrastructure Back Channel (TCP-In)|Inbound|Allow|True|TCP|7250|Any|%systemroot%\system32\CastSrv.exe|","","macOS: ufw / firewalld","pre","System"
"Firewall","fw_rule","Windows Management Instrumentation (DCOM-In)|Inbound|Allow|False|TCP|135|Any|%SystemRoot%\system32\svchost.exe|rpcss","","macOS: ufw / firewalld","pre","System"
"Firewall","fw_rule","Core Networking - Router Solicitation (ICMPv6-In)|Inbound|Allow|True|ICMPv6|RPC|Any|System|","","macOS: ufw / firewalld","pre","System"
"Firewall","fw_rule","Virtual Machine Monitoring (DCOM-In)|Inbound|Allow|False|TCP|135|Any|%SystemRoot%\system32\svchost.exe|RpcSs","","macOS: ufw / firewalld","pre","System"
"Firewall","fw_rule","Network Discovery (NB-Datagram-In)|Inbound|Allow|False|UDP|138|Any|System|","","macOS: ufw / firewalld","pre","System"
"Firewall","fw_rule","Windows Management Instrumentation (WMI-Out)|Outbound|Allow|False|TCP|Any|Any|%SystemRoot%\system32\svchost.exe|winmgmt","","macOS: ufw / firewalld","pre","System"
"Firewall","fw_rule","TPM Virtual Smart Card Management (TCP-In)|Inbound|Allow|False|TCP|Any|Any|%SystemRoot%\system32\RmtTpmVscMgrSvr.exe|","","macOS: ufw / firewalld","pre","System"
"Firewall","fw_rule","Remote Volume Management - Virtual Disk Service (RPC)|Inbound|Allow|False|TCP|RPC|Any|%SystemRoot%\system32\vds.exe|vds","","macOS: ufw / firewalld","pre","System"
"Firewall","fw_rule","Core Networking - Teredo (UDP-Out)|Outbound|Allow|True|UDP|Any|Any|%SystemRoot%\system32\svchost.exe|iphlpsvc","","macOS: ufw / firewalld","pre","System"
"Firewall","fw_rule","Routing and Remote Access (PPTP-In)|Inbound|Allow|False|TCP|1723|Any|System|","","macOS: ufw / firewalld","pre","System"
"Firewall","fw_rule","Remote Assistance (PNRP-In)|Inbound|Allow|False|UDP|3540|Any|%systemroot%\system32\svchost.exe|pnrpsvc","","macOS: ufw / firewalld","pre","System"
"Firewall","fw_rule","iSCSI Service (TCP-In)|Inbound|Allow|False|TCP|Any|Any|%SystemRoot%\system32\svchost.exe|Msiscsi","","macOS: ufw / firewalld","pre","System"
"Firewall","fw_rule","Windows Device Management Certificate Installer (TCP out)|Outbound|Allow|True|TCP|49152-65535|Any|%SystemRoot%\system32\dmcertinst.exe|","","macOS: ufw / firewalld","pre","System"
"Firewall","fw_rule","Core Networking - Multicast Listener Done (ICMPv6-Out)|Outbound|Allow|True|ICMPv6|RPC|Any|System|","","macOS: ufw / firewalld","pre","System"
"Firewall","fw_rule","Virtual Machine Monitoring (RPC)|Inbound|Allow|False|TCP|RPC|Any|%SystemRoot%\system32\svchost.exe|Schedule","","macOS: ufw / firewalld","pre","System"
"Firewall","fw_rule","Network Discovery (NB-Name-In)|Inbound|Allow|False|UDP|137|Any|System|","","macOS: ufw / firewalld","pre","System"
"Firewall","fw_rule","Distributed Transaction Coordinator (TCP-Out)|Outbound|Allow|False|TCP|Any|Any|%SystemRoot%\system32\msdtc.exe|","","macOS: ufw / firewalld","pre","System"
"Firewall","fw_rule","Delivery Optimization (TCP-In)|Inbound|Allow|True|TCP|7680|Any|%SystemRoot%\system32\svchost.exe|dosvc","","macOS: ufw / firewalld","pre","System"
"Firewall","fw_rule","Windows Remote Management (HTTP-In)|Inbound|Allow|False|TCP|5985|Any|System|","","macOS: ufw / firewalld","pre","System"
"Firewall","fw_rule","Performance Logs and Alerts (TCP-In)|Inbound|Allow|False|TCP|Any|Any|%systemroot%\system32\plasrv.exe|","","macOS: ufw / firewalld","pre","System"
"Firewall","fw_rule","Windows Defender Firewall Remote Management (RPC-EPMAP)|Inbound|Allow|False|TCP|RPCEPMap|Any|%SystemRoot%\system32\svchost.exe|RPCSS","","macOS: ufw / firewalld","pre","System"
"Firewall","fw_rule","Windows Management Instrumentation (WMI-In)|Inbound|Allow|False|TCP|Any|Any|%SystemRoot%\system32\svchost.exe|winmgmt","","macOS: ufw / firewalld","pre","System"
"Firewall","fw_rule","mDNS (UDP-Out)|Outbound|Allow|True|UDP|Any|5353|%SystemRoot%\system32\svchost.exe|dnscache","","macOS: ufw / firewalld","pre","System"
"Firewall","fw_rule","Core Networking Diagnostics - ICMP Echo Request (ICMPv4-Out)|Outbound|Allow|False|ICMPv4|RPC|Any|System|","","macOS: ufw / firewalld","pre","System"
"Firewall","fw_rule","Windows Management Instrumentation (ASync-In)|Inbound|Allow|False|TCP|Any|Any|%systemroot%\system32\wbem\unsecapp.exe|","","macOS: ufw / firewalld","pre","System"
"Firewall","fw_rule","SNMP Trap Service (UDP In)|Inbound|Allow|False|UDP|162|Any|%SystemRoot%\system32\snmptrap.exe|SNMPTRAP","","macOS: ufw / firewalld","pre","System"
"Firewall","fw_rule","Windows Device Management Enrollment Service (TCP out)|Outbound|Allow|True|TCP|49152-65535|Any|%SystemRoot%\system32\svchost.exe|DmEnrollmentSvc","","macOS: ufw / firewalld","pre","System"
"Firewall","fw_rule","Microsoft Media Foundation Network Source IN [UDP 5004-5009]|Inbound|Allow|True|UDP|5000-5020|Any|%SystemRoot%\system32\svchost.exe|FrameServer","","macOS: ufw / firewalld","pre","System"
"Firewall","fw_rule","Remote Event Monitor (RPC)|Inbound|Allow|False|TCP|RPC|Any|%SystemRoot%\system32\NetEvtFwdr.exe|","","macOS: ufw / firewalld","pre","System"
"Firewall","fw_rule","Core Networking Diagnostics - ICMP Echo Request (ICMPv6-Out)|Outbound|Allow|False|ICMPv6|RPC|Any|System|","","macOS: ufw / firewalld","pre","System"
"Firewall","fw_rule","Core Networking - Multicast Listener Report v2 (ICMPv6-Out)|Outbound|Allow|True|ICMPv6|RPC|Any|System|","","macOS: ufw / firewalld","pre","System"
"Firewall","fw_rule","Remote Event Log Management (RPC-EPMAP)|Inbound|Allow|False|TCP|RPCEPMap|Any|%SystemRoot%\system32\svchost.exe|RPCSS","","macOS: ufw / firewalld","pre","System"
"Firewall","fw_rule","Network Discovery (UPnP-In)|Inbound|Allow|True|TCP|2869|Any|System|","","macOS: ufw / firewalld","pre","System"
"Firewall","fw_rule","Remote Assistance (RA Server TCP-In)|Inbound|Allow|True|TCP|Any|Any|%SystemRoot%\system32\raserver.exe|","","macOS: ufw / firewalld","pre","System"
"Firewall","fw_rule","Remote Volume Management (RPC-EPMAP)|Inbound|Allow|False|TCP|RPCEPMap|Any|%SystemRoot%\system32\svchost.exe|RPCSS","","macOS: ufw / firewalld","pre","System"
"Firewall","fw_rule","Network Discovery (WSD EventsSecure-In)|Inbound|Allow|True|TCP|5358|Any|System|","","macOS: ufw / firewalld","pre","System"
"Firewall","fw_rule","Network Discovery (UPnP-Out)|Outbound|Allow|True|TCP|Any|2869|%SystemRoot%\system32\svchost.exe|fdphost","","macOS: ufw / firewalld","pre","System"
"Firewall","fw_rule","Remote Assistance (DCOM-In)|Inbound|Allow|True|TCP|135|Any|%SystemRoot%\system32\svchost.exe|rpcss","","macOS: ufw / firewalld","pre","System"
"Firewall","fw_rule","Remote Event Monitor (RPC-EPMAP)|Inbound|Allow|False|TCP|RPCEPMap|Any|%SystemRoot%\system32\svchost.exe|RPCSS","","macOS: ufw / firewalld","pre","System"
"Firewall","fw_rule","Core Networking - Neighbor Discovery Solicitation (ICMPv6-In)|Inbound|Allow|True|ICMPv6|RPC|Any|System|","","macOS: ufw / firewalld","pre","System"
"Firewall","fw_rule","Network Discovery (WSD Events-In)|Inbound|Allow|True|TCP|5357|Any|System|","","macOS: ufw / firewalld","pre","System"
"Firewall","fw_rule","Remote Assistance (SSDP TCP-Out)|Outbound|Allow|True|TCP|Any|Any|System|","","macOS: ufw / firewalld","pre","System"
"Firewall","fw_rule","Remote Assistance (SSDP UDP-Out)|Outbound|Allow|True|UDP|Any|1900|%SystemRoot%\system32\svchost.exe|Ssdpsrv","","macOS: ufw / firewalld","pre","System"
"Firewall","fw_rule","Core Networking - Router Solicitation (ICMPv6-Out)|Outbound|Allow|True|ICMPv6|RPC|Any|System|","","macOS: ufw / firewalld","pre","System"
"Firewall","fw_rule","Network Discovery (WSD-In)|Inbound|Allow|True|UDP|3702|Any|%SystemRoot%\system32\svchost.exe|fdphost","","macOS: ufw / firewalld","pre","System"
"Firewall","fw_rule","Remote Assistance (PNRP-Out)|Outbound|Allow|False|UDP|Any|Any|%systemroot%\system32\svchost.exe|pnrpsvc","","macOS: ufw / firewalld","pre","System"
"Firewall","fw_rule","Wi-Fi Direct Scan Service Use (In)|Inbound|Allow|True|Any|Any|Any|%SystemRoot%\system32\svchost.exe|stisvc","","macOS: ufw / firewalld","pre","System"
"Firewall","fw_rule","Distributed Transaction Coordinator (RPC-EPMAP)|Inbound|Allow|False|TCP|RPCEPMap|Any|%SystemRoot%\system32\svchost.exe|RPCSS","","macOS: ufw / firewalld","pre","System"
"Firewall","fw_rule","Connected Devices Platform (TCP-Out)|Outbound|Allow|True|TCP|Any|Any|%SystemRoot%\system32\svchost.exe|CDPSvc","","macOS: ufw / firewalld","pre","System"
"Firewall","fw_rule","Network Discovery (UPnPHost-Out)|Outbound|Allow|False|TCP|Any|2869|%SystemRoot%\system32\svchost.exe|upnphost","","macOS: ufw / firewalld","pre","System"
"Firewall","fw_rule","iSCSI Service (TCP-Out)|Outbound|Allow|False|TCP|Any|Any|%SystemRoot%\system32\svchost.exe|Msiscsi","","macOS: ufw / firewalld","pre","System"
"Firewall","fw_rule","Network Discovery for Teredo (SSDP-In)|Inbound|Allow|True|UDP|Any|Any|%SystemRoot%\system32\svchost.exe|Ssdpsrv","","macOS: ufw / firewalld","pre","System"
"Firewall","fw_rule","Distributed Transaction Coordinator (RPC)|Inbound|Allow|False|TCP|RPC|Any|%SystemRoot%\system32\svchost.exe|ktmrm","","macOS: ufw / firewalld","pre","System"
"Firewall","fw_rule","Core Networking - Dynamic Host Configuration Protocol for IPv6(DHCPV6-In)|Inbound|Allow|True|UDP|546|547|%SystemRoot%\system32\svchost.exe|dhcp","","macOS: ufw / firewalld","pre","System"
"Firewall","fw_rule","TPM Virtual Smart Card Management (DCOM-In)|Inbound|Allow|False|TCP|135|Any|%SystemRoot%\system32\svchost.exe|rpcss","","macOS: ufw / firewalld","pre","System"
"Firewall","fw_rule","Routing and Remote Access (GRE-In)|Inbound|Allow|False|47|Any|Any|System|","","macOS: ufw / firewalld","pre","System"
"Firewall","fw_rule","Network Discovery (WSD-In)|Inbound|Allow|True|UDP|3702|Any|%SystemRoot%\system32\dashost.exe|","","macOS: ufw / firewalld","pre","System"
"Firewall","fw_rule","Core Networking - Dynamic Host Configuration Protocol (DHCP-In)|Inbound|Allow|True|UDP|68|67|%SystemRoot%\system32\svchost.exe|dhcp","","macOS: ufw / firewalld","pre","System"
"Firewall","fw_rule","Core Networking - Destination Unreachable Fragmentation Needed (ICMPv4-In)|Inbound|Allow|True|ICMPv4|RPC|Any|System|","","macOS: ufw / firewalld","pre","System"
"Firewall","fw_rule","Core Networking - Router Advertisement (ICMPv6-In)|Inbound|Allow|True|ICMPv6|RPC|Any|System|","","macOS: ufw / firewalld","pre","System"
"Firewall","fw_rule","Core Networking - Parameter Problem (ICMPv6-Out)|Outbound|Allow|True|ICMPv6|RPC|Any|System|","","macOS: ufw / firewalld","pre","System"
"Firewall","fw_rule","Delivery Optimization (UDP-In)|Inbound|Allow|True|UDP|7680|Any|%SystemRoot%\system32\svchost.exe|dosvc","","macOS: ufw / firewalld","pre","System"
"Firewall","fw_rule","mDNS (UDP-Out)|Outbound|Allow|True|UDP|Any|5353|%SystemRoot%\system32\svchost.exe|dnscache","","macOS: ufw / firewalld","pre","System"
